id,age,department,distance_from_home,education,employee_count,gender,job_role,job_satisfaction,marital_status,monthly_income,num_companies_worked,performance_rating,total_working_years,years_at_company,years_since_last_promotion,yearly_income
1170,27,Research & Development,8,Bachelor,1,Female,Research Scientist,High,Married,3517,7,Excellent,5,3,0,42204
1171,27,Research & Development,2,Bachelor,1,Male,Research Scientist,Very High,Single,2580,2,Excellent,6,4,1,30960
1172,40,Research & Development,7,Bachelor,1,Male,Laboratory Technician,Low,Single,2166,3,Excellent,10,4,0,25992
1173,29,Sales,10,Bachelor,1,Male,Sales Executive,High,Single,5869,9,Excellent,8,5,1,70428
1174,36,Research & Development,5,Master,1,Female,Healthcare Representative,Low,Married,8008,4,Excellent,9,3,0,96096
1176,39,Research & Development,12,Bachelor,1,Male,Manufacturing Director,Medium,Married,5295,4,Outstanding,7,5,1,63540
1177,49,Research & Development,22,Master,1,Female,Research Director,Medium,Married,16413,3,Excellent,27,4,1,196956
1178,50,Research & Development,17,Doctor,1,Female,Research Director,Low,Divorced,13269,5,Excellent,19,14,1,159228
1179,20,Sales,2,Bachelor,1,Female,Sales Representative,High,Single,2783,1,Excellent,2,2,2,33396
1180,34,Research & Development,3,Bachelor,1,Female,Research Scientist,Medium,Divorced,5433,1,Excellent,11,11,7,65196
1181,36,Research & Development,7,Bachelor,1,Male,Laboratory Technician,Medium,Single,2013,2,Excellent,15,4,1,24156
1183,36,Research & Development,1,Master,1,Female,Manufacturing Director,High,Married,4374,0,Excellent,4,3,1,52488
1184,36,Research & Development,3,College,1,Male,Healthcare Representative,Low,Divorced,6842,6,Outstanding,13,5,0,82104
1185,54,Research & Development,22,Doctor,1,Female,Manager,High,Married,17426,3,Outstanding,36,10,4,209112
1186,43,Research & Development,15,College,1,Male,Research Director,High,Married,17603,1,Outstanding,14,14,6,211236
1187,35,Sales,12,Master,1,Male,Sales Executive,Very High,Single,4581,3,Outstanding,13,11,6,54972
1188,38,Research & Development,1,Bachelor,1,Male,Research Scientist,Very High,Married,4735,7,Excellent,19,13,2,56820
1189,29,Sales,5,Bachelor,1,Male,Sales Executive,Medium,Divorced,4187,1,Excellent,10,10,0,50244
1190,33,Sales,2,Master,1,Male,Sales Executive,Very High,Divorced,5505,1,Excellent,6,6,0,66060
1191,32,Research & Development,2,Bachelor,1,Male,Research Scientist,Medium,Divorced,5470,0,Excellent,10,9,1,65640
1192,31,Sales,5,Master,1,Female,Sales Executive,Very High,Married,5476,1,Excellent,10,10,0,65712
1193,49,Research & Development,16,Bachelor,1,Female,Laboratory Technician,Low,Divorced,2587,4,Excellent,17,2,2,31044
1194,38,Research & Development,2,Bachelor,1,Female,Laboratory Technician,Medium,Single,2440,1,Outstanding,4,4,3,29280
1195,47,Sales,2,Master,1,Female,Manager,Medium,Divorced,15972,6,Excellent,29,3,1,191664
1196,49,Research & Development,1,Bachelor,1,Male,Manager,High,Single,15379,4,Excellent,23,8,0,184548
1197,41,Sales,23,College,1,Male,Sales Executive,High,Single,7082,3,Excellent,21,2,0,84984
1199,33,Sales,16,Bachelor,1,Female,Sales Executive,Very High,Divorced,5368,1,Outstanding,7,6,1,64416
1200,36,Research & Development,26,Master,1,Male,Healthcare Representative,High,Married,5347,6,Excellent,10,3,0,64164
1201,44,Human Resources,1,Bachelor,1,Female,Human Resources,Very High,Divorced,3195,4,Excellent,8,2,2,38340
1203,38,Research & Development,4,College,1,Female,Laboratory Technician,High,Married,3306,7,Excellent,7,0,0,39672
1204,53,Research & Development,24,Master,1,Male,Healthcare Representative,Very High,Married,7005,3,Excellent,11,4,1,84060
1205,48,Sales,7,College,1,Female,Sales Representative,High,Married,2655,2,Excellent,19,9,7,31860
1206,32,Research & Development,2,Master,1,Male,Laboratory Technician,Medium,Single,1393,1,Excellent,1,1,0,16716
1207,26,Research & Development,7,Bachelor,1,Male,Laboratory Technician,Very High,Single,2570,1,Outstanding,7,7,5,30840
1208,55,Research & Development,22,Bachelor,1,Male,Research Scientist,Medium,Divorced,3537,5,Excellent,8,4,1,42444
1209,34,Research & Development,5,College,1,Male,Laboratory Technician,Very High,Married,3986,1,Excellent,15,15,4,47832
1210,60,Research & Development,1,Master,1,Male,Healthcare Representative,Very High,Divorced,10883,3,Outstanding,19,1,0,130596
1211,33,Research & Development,21,Bachelor,1,Male,Laboratory Technician,Medium,Married,2028,1,Excellent,14,14,2,24336
1212,37,Sales,1,Master,1,Male,Sales Executive,Very High,Divorced,9525,1,Excellent,6,6,1,114300
1213,34,Research & Development,19,Bachelor,1,Female,Research Scientist,Very High,Married,2929,1,Excellent,10,10,8,35148
1214,23,Sales,7,Bachelor,1,Male,Sales Representative,Very High,Divorced,2275,1,Outstanding,3,3,0,27300
1215,44,Research & Development,2,Bachelor,1,Female,Healthcare Representative,Very High,Married,7879,1,Excellent,9,8,6,94548
1216,35,Research & Development,2,Master,1,Male,Research Scientist,Very High,Single,4930,0,Excellent,6,5,1,59160
1217,43,Sales,2,Bachelor,1,Male,Sales Executive,Very High,Married,7847,1,Excellent,10,10,8,94164
1218,24,Research & Development,9,Bachelor,1,Male,Research Scientist,High,Married,4401,1,Excellent,5,5,0,52812
1219,41,Sales,6,Bachelor,1,Male,Sales Executive,High,Single,9241,1,Excellent,10,10,8,110892
1220,29,Research & Development,9,Master,1,Female,Laboratory Technician,High,Married,2974,9,Excellent,9,5,1,35688
1221,36,Sales,2,Master,1,Female,Sales Representative,Very High,Single,4502,3,Excellent,17,13,6,54024
1224,47,Sales,9,Bachelor,1,Male,Sales Executive,High,Married,12936,7,Excellent,25,23,14,155232
1225,26,Research & Development,17,Master,1,Male,Laboratory Technician,High,Married,2305,1,Excellent,3,3,0,27660
1226,45,Research & Development,28,College,1,Female,Research Director,Medium,Single,16704,1,Excellent,21,21,8,200448
1227,32,Research & Development,10,Bachelor,1,Male,Research Scientist,High,Married,3433,6,Excellent,10,5,1,41196
1228,31,Research & Development,2,Master,1,Male,Laboratory Technician,High,Married,3477,1,Excellent,6,5,0,41724
1229,41,Human Resources,4,Bachelor,1,Male,Human Resources,Medium,Married,6430,6,Excellent,10,3,1,77160
1230,40,Research & Development,8,College,1,Female,Manufacturing Director,Low,Married,6516,2,Excellent,18,1,0,78192
1232,46,Research & Development,13,Master,1,Male,Healthcare Representative,Medium,Single,5562,6,Excellent,19,10,0,66744
1233,35,Research & Development,27,Master,1,Male,Manufacturing Director,High,Married,6883,2,Excellent,17,7,0,82596
1235,47,Sales,2,Master,1,Male,Sales Executive,Medium,Married,4978,7,Excellent,4,1,0,59736
1236,46,Sales,2,Bachelor,1,Male,Sales Executive,Very High,Divorced,10368,4,Excellent,13,10,0,124416
1237,36,Sales,13,Doctor,1,Male,Sales Executive,Low,Divorced,6134,5,Excellent,16,2,2,73608
1238,32,Sales,1,College,1,Male,Sales Executive,Medium,Single,6735,6,Excellent,10,0,0,80820
1241,39,Research & Development,1,Bachelor,1,Male,Laboratory Technician,Very High,Married,6472,1,Excellent,9,9,5,77664
1242,32,Sales,19,Bachelor,1,Male,Sales Executive,High,Married,9610,3,Excellent,10,4,0,115320
1243,40,Sales,7,Master,1,Male,Manager,Medium,Single,19833,1,Excellent,21,21,12,237996
1244,45,Human Resources,4,Bachelor,1,Female,Human Resources,High,Married,9756,4,Outstanding,9,5,0,117072
1245,30,Research & Development,2,Master,1,Female,Research Scientist,Low,Single,4968,0,Excellent,10,9,0,59616
1246,24,Human Resources,10,Bachelor,1,Male,Human Resources,Very High,Married,2145,0,Excellent,3,2,2,25740
1247,30,Human Resources,8,Bachelor,1,Female,Human Resources,Very High,Divorced,2180,6,Excellent,6,4,1,26160
1248,31,Sales,5,Bachelor,1,Male,Sales Executive,High,Married,8346,1,Excellent,6,5,0,100152
1249,27,Research & Development,8,Bachelor,1,Female,Research Scientist,Very High,Single,3445,1,Excellent,6,6,1,41340
1250,29,Sales,9,Bachelor,1,Female,Sales Representative,Medium,Single,2760,1,Excellent,2,2,2,33120
1251,29,Research & Development,1,Bachelor,1,Male,Healthcare Representative,High,Single,6294,8,Excellent,10,3,0,75528
1252,30,Sales,15,College,1,Male,Sales Executive,Low,Divorced,7140,2,Excellent,12,7,1,85680
1253,34,Research & Development,2,Master,1,Male,Research Scientist,Very High,Married,2932,0,Excellent,6,5,1,35184
1254,33,Sales,2,Bachelor,1,Female,Sales Executive,Medium,Single,5147,8,Excellent,13,11,1,61764
1255,49,Sales,11,Master,1,Female,Sales Executive,Very High,Single,4507,3,Excellent,8,5,0,54084
1256,33,Sales,16,Bachelor,1,Female,Sales Executive,Low,Single,8564,2,Outstanding,11,0,0,102768
1257,38,Research & Development,2,College,1,Female,Laboratory Technician,Medium,Married,2468,4,Excellent,9,6,0,29616
1258,31,Sales,16,Master,1,Male,Sales Executive,High,Married,8161,2,Excellent,10,1,0,97932
1259,29,Research & Development,4,Bachelor,1,Female,Research Scientist,Low,Divorced,2109,1,Excellent,1,1,0,25308
1260,30,Research & Development,16,Bachelor,1,Male,Healthcare Representative,High,Married,5294,3,Excellent,10,7,1,63528
1261,32,Research & Development,5,Master,1,Male,Research Scientist,Medium,Single,2718,2,Excellent,12,7,0,32616
1262,38,Research & Development,18,Bachelor,1,Male,Healthcare Representative,Very High,Married,5811,3,Excellent,15,1,1,69732
1263,43,Research & Development,17,Bachelor,1,Male,Research Scientist,High,Married,2437,9,Excellent,6,1,0,29244
1264,42,Research & Development,12,Bachelor,1,Male,Laboratory Technician,Medium,Divorced,2766,8,Outstanding,7,5,0,33192
1265,55,Research & Development,2,Bachelor,1,Male,Research Director,Low,Married,19038,8,Excellent,34,1,0,228456
1266,33,Research & Development,4,Bachelor,1,Male,Research Scientist,Medium,Divorced,3055,5,Excellent,11,9,1,36660
1267,41,Research & Development,9,Master,1,Male,Laboratory Technician,Low,Divorced,2289,1,Outstanding,5,5,0,27468
1268,34,Sales,10,Bachelor,1,Male,Sales Executive,High,Divorced,4001,1,Excellent,15,15,0,48012
1269,53,Research & Development,1,Master,1,Female,Manufacturing Director,High,Married,12965,4,Outstanding,27,3,0,155580
1270,43,Human Resources,2,Bachelor,1,Male,Human Resources,Very High,Single,3539,0,Excellent,10,9,1,42468
1271,34,Sales,3,College,1,Female,Sales Executive,Very High,Single,6029,5,Excellent,6,2,2,72348
1273,38,Research & Development,6,College,1,Female,Laboratory Technician,High,Married,3702,1,Excellent,5,5,0,44424
1275,31,Sales,29,Master,1,Female,Sales Executive,Very High,Married,5468,1,Excellent,13,12,5,65616
1276,51,Research & Development,3,Bachelor,1,Female,Manager,High,Married,13116,2,Excellent,15,2,2,157392
1277,37,Sales,9,College,1,Male,Sales Executive,Medium,Married,4189,1,Excellent,5,5,0,50268
1278,46,Research & Development,2,Master,1,Male,Research Director,Very High,Divorced,19328,7,Excellent,24,2,2,231936
1279,36,Research & Development,10,Bachelor,1,Male,Healthcare Representative,Low,Married,8321,7,Excellent,15,12,5,99852
1280,44,Research & Development,1,College,1,Male,Research Scientist,Medium,Divorced,2342,1,Excellent,6,5,2,28104
1281,37,Human Resources,8,College,1,Male,Human Resources,Medium,Divorced,4071,2,Excellent,19,10,4,48852
1282,35,Sales,27,Bachelor,1,Male,Sales Executive,Very High,Single,5813,1,Excellent,10,10,7,69756
1283,33,Research & Development,8,Master,1,Male,Research Scientist,Low,Married,3143,6,Excellent,14,10,7,37716
1284,28,Research & Development,1,Bachelor,1,Male,Research Scientist,Very High,Married,2044,1,Excellent,5,5,0,24528
1286,46,Sales,26,College,1,Male,Sales Executive,Medium,Single,7991,8,Excellent,6,2,2,95892
1287,40,Research & Development,2,College,1,Female,Laboratory Technician,Low,Married,3377,4,Excellent,7,4,0,40524
1288,42,Research & Development,13,Bachelor,1,Male,Healthcare Representative,Low,Married,5538,5,Excellent,10,0,0,66456
1289,35,Research & Development,2,College,1,Male,Manufacturing Director,Very High,Divorced,5762,2,Excellent,15,7,1,69144
1290,38,Human Resources,2,Bachelor,1,Male,Human Resources,Medium,Divorced,2592,5,Excellent,13,11,3,31104
1291,34,Research & Development,9,Master,1,Male,Laboratory Technician,Low,Married,5346,4,Excellent,11,7,0,64152
1292,37,Research & Development,10,Master,1,Male,Manufacturing Director,Low,Single,4213,1,Excellent,10,10,0,50556
1293,39,Sales,20,Bachelor,1,Male,Sales Executive,Very High,Divorced,4127,2,Excellent,7,2,2,49524
1294,43,Research & Development,9,Bachelor,1,Male,Research Scientist,High,Single,2438,4,Excellent,7,3,1,29256
1295,41,Research & Development,5,Bachelor,1,Male,Healthcare Representative,Medium,Single,6870,3,Excellent,11,3,1,82440
1297,30,Research & Development,10,Bachelor,1,Female,Manufacturing Director,High,Single,9667,9,Excellent,9,7,0,116004
1298,26,Human Resources,20,College,1,Female,Human Resources,Medium,Married,2148,0,Excellent,6,5,1,25776
1299,46,Research & Development,21,College,1,Female,Healthcare Representative,Medium,Married,8926,4,Outstanding,13,9,3,107112
1300,40,Research & Development,1,Bachelor,1,Female,Healthcare Representative,Very High,Divorced,6513,4,Excellent,12,5,0,78156
1301,34,Sales,8,College,1,Male,Sales Executive,High,Married,6799,1,Outstanding,10,10,4,81588
1302,58,Sales,2,Bachelor,1,Male,Manager,Medium,Divorced,16291,4,Outstanding,37,16,14,195492
1303,35,Research & Development,23,Master,1,Male,Laboratory Technician,High,Married,2705,0,Excellent,6,5,0,32460
1304,47,Research & Development,4,Bachelor,1,Female,Manufacturing Director,Medium,Divorced,10333,8,Excellent,28,22,14,123996
1305,40,Research & Development,12,Bachelor,1,Female,Healthcare Representative,Low,Divorced,4448,2,Excellent,15,7,7,53376
1306,54,Research & Development,7,Master,1,Female,Research Scientist,Very High,Married,6854,4,Excellent,14,7,1,82248
1307,31,Sales,7,Master,1,Female,Sales Executive,Low,Married,9637,2,Excellent,9,3,2,115644
1308,28,Research & Development,1,Bachelor,1,Female,Research Scientist,Low,Married,3591,1,Outstanding,3,3,1,43092
1309,38,Sales,2,Master,1,Female,Sales Representative,Very High,Married,5405,2,Outstanding,20,4,0,64860
1310,26,Sales,10,Bachelor,1,Male,Sales Executive,Very High,Single,4684,1,Excellent,5,5,1,56208
1311,58,Research & Development,15,Master,1,Male,Research Director,High,Married,15787,2,Excellent,23,2,2,189444
1312,18,Research & Development,14,Bachelor,1,Female,Research Scientist,High,Single,1514,1,Excellent,0,0,0,18168
1313,31,Human Resources,18,Doctor,1,Male,Human Resources,Low,Married,2956,0,Excellent,2,1,0,35472
1314,29,Human Resources,13,Bachelor,1,Male,Human Resources,Low,Divorced,2335,4,Excellent,4,2,2,28020
1315,45,Sales,2,Master,1,Female,Sales Executive,High,Married,5154,4,Outstanding,10,8,5,61848
1316,36,Research & Development,2,Master,1,Female,Research Scientist,Medium,Married,6962,4,Outstanding,15,1,0,83544
1317,43,Sales,2,Master,1,Male,Sales Executive,Very High,Married,5675,1,Outstanding,7,7,7,68100
1318,27,Research & Development,5,College,1,Female,Laboratory Technician,Very High,Single,2379,0,Excellent,6,5,0,28548
1320,32,Sales,10,Master,1,Male,Sales Executive,Very High,Single,4648,8,Excellent,4,0,0,55776
1321,42,Research & Development,10,Master,1,Male,Research Scientist,High,Married,2936,3,Outstanding,10,6,3,35232
1322,47,Research & Development,9,Master,1,Female,Laboratory Technician,High,Single,2105,4,Excellent,7,2,2,25260
1323,46,Research & Development,2,College,1,Male,Manufacturing Director,Very High,Divorced,8578,3,Excellent,12,9,4,102936
1324,28,Human Resources,1,College,1,Male,Human Resources,Very High,Divorced,2706,1,Excellent,3,3,2,32472
1326,42,Research & Development,8,Bachelor,1,Male,Laboratory Technician,High,Single,3968,4,Excellent,8,0,0,47616
1327,32,Sales,2,Master,1,Male,Sales Executive,Medium,Single,9907,7,Excellent,7,2,2,118884
1328,46,Sales,3,Bachelor,1,Female,Sales Executive,Low,Divorced,13225,2,Excellent,25,19,2,158700
1331,43,Research & Development,6,Bachelor,1,Female,Manager,High,Married,19392,7,Excellent,21,16,6,232704
1332,48,Research & Development,10,Bachelor,1,Male,Research Director,Medium,Married,19665,4,Excellent,29,22,12,235980
1333,29,Research & Development,24,College,1,Male,Research Scientist,Very High,Single,2439,1,Outstanding,1,1,1,29268
1334,46,Sales,10,Bachelor,1,Female,Sales Executive,Medium,Married,7314,5,Outstanding,14,8,0,87768
1335,27,Research & Development,15,Bachelor,1,Female,Research Scientist,Low,Married,4774,0,Excellent,8,7,7,57288
1336,39,Research & Development,19,Master,1,Male,Research Scientist,Very High,Divorced,3902,8,Excellent,7,2,2,46824
1337,55,Research & Development,2,Master,1,Male,Research Scientist,Very High,Married,2662,8,Outstanding,19,5,0,31944
1338,28,Sales,3,Bachelor,1,Female,Sales Representative,Medium,Married,2856,1,Excellent,1,1,0,34272
1339,30,Sales,9,Bachelor,1,Male,Sales Representative,Very High,Single,1081,1,Excellent,1,1,0,12972
1341,36,Sales,10,Master,1,Female,Sales Executive,High,Married,5673,1,Excellent,10,10,1,68076
1342,31,Research & Development,20,Bachelor,1,Male,Laboratory Technician,High,Divorced,4197,1,Excellent,10,10,0,50364
1343,34,Sales,4,Bachelor,1,Male,Sales Executive,Very High,Married,9713,2,Excellent,9,5,1,116556
1344,29,Research & Development,7,Bachelor,1,Male,Laboratory Technician,Low,Single,2062,3,Excellent,11,3,1,24744
1345,37,Research & Development,7,Master,1,Male,Research Scientist,Low,Married,4284,5,Outstanding,16,5,0,51408
1346,35,Research & Development,16,College,1,Female,Manufacturing Director,Medium,Married,4788,0,Excellent,4,3,0,57456
1347,45,Research & Development,25,College,1,Female,Manufacturing Director,Very High,Married,5906,0,Excellent,10,9,3,70872
1349,40,Research & Development,1,Master,1,Male,Manager,Low,Divorced,16823,2,Excellent,22,19,11,201876
1350,26,Research & Development,1,College,1,Female,Research Scientist,High,Married,2933,1,Excellent,1,1,1,35196
1351,27,Sales,2,College,1,Female,Sales Executive,High,Single,6500,0,Excellent,9,8,0,78000
1352,48,Research & Development,22,Bachelor,1,Female,Manager,Very High,Divorced,17174,3,Excellent,24,22,4,206088
1353,44,Research & Development,1,Master,1,Male,Healthcare Representative,Low,Married,5033,2,Excellent,10,2,2,60396
1354,34,Research & Development,16,Master,1,Male,Research Scientist,Low,Married,2307,1,Outstanding,5,5,3,27684
1355,56,Research & Development,24,College,1,Male,Laboratory Technician,Very High,Single,2587,1,Excellent,5,4,1,31044
1356,36,Sales,17,College,1,Male,Sales Executive,Medium,Married,5507,2,Excellent,12,4,1,66084
1357,41,Sales,8,Bachelor,1,Female,Sales Executive,Medium,Married,4393,5,Outstanding,14,5,1,52716
1358,42,Research & Development,6,Bachelor,1,Male,Research Director,Low,Married,13348,9,Excellent,18,13,5,160176
1359,31,Sales,10,College,1,Female,Sales Executive,Very High,Divorced,6583,2,Excellent,8,5,1,78996
1361,31,Research & Development,4,Bachelor,1,Female,Laboratory Technician,High,Divorced,3978,8,Excellent,4,2,2,47736
1362,26,Research & Development,6,Bachelor,1,Male,Laboratory Technician,Very High,Married,2544,0,Excellent,8,7,7,30528
1363,45,Research & Development,1,Master,1,Male,Healthcare Representative,High,Single,5399,4,Excellent,12,4,0,64788
1364,33,Sales,10,Master,1,Male,Sales Executive,High,Single,5487,1,Excellent,10,10,0,65844
1365,28,Sales,1,College,1,Male,Sales Executive,Very High,Married,6834,1,Excellent,7,7,0,82008
1366,29,Sales,24,Bachelor,1,Male,Sales Representative,Low,Single,1091,1,Excellent,1,1,0,13092
1367,39,Sales,21,Master,1,Female,Sales Executive,High,Married,5736,6,Excellent,10,3,1,68832
1368,27,Research & Development,2,Master,1,Male,Research Scientist,Medium,Married,2226,1,Excellent,6,5,1,26712
1369,34,Research & Development,22,Master,1,Male,Research Scientist,Very High,Married,5747,1,Excellent,16,15,6,68964
1370,28,Sales,13,College,1,Female,Sales Executive,High,Single,9854,3,Excellent,6,2,2,118248
1371,47,Research & Development,14,Master,1,Male,Research Scientist,Medium,Married,5467,8,Excellent,16,8,1,65604
1372,56,Sales,11,Doctor,1,Female,Sales Executive,Low,Married,5380,4,Excellent,6,0,0,64560
1373,39,Research & Development,9,College,1,Male,Manufacturing Director,Low,Married,5151,1,Outstanding,10,10,7,61812
1374,38,Research & Development,8,Bachelor,1,Female,Research Scientist,Medium,Divorced,2133,1,Excellent,20,20,0,25596
1375,58,Sales,21,Bachelor,1,Female,Manager,Very High,Married,17875,4,Excellent,29,1,0,214500
1376,32,Research & Development,5,College,1,Female,Research Scientist,High,Single,2432,3,Excellent,8,4,0,29184
1377,38,Research & Development,9,College,1,Male,Research Scientist,Very High,Divorced,4771,2,Excellent,10,5,0,57252
1379,42,Sales,12,Master,1,Male,Sales Executive,Very High,Divorced,5087,3,Excellent,14,0,0,61044
1380,27,Human Resources,22,Bachelor,1,Female,Human Resources,Medium,Married,2863,1,Excellent,1,1,0,34356
1381,35,Sales,18,Master,1,Male,Sales Executive,Low,Married,5561,0,Excellent,6,5,0,66732
1382,28,Research & Development,16,Bachelor,1,Male,Research Scientist,High,Single,2144,1,Excellent,5,5,1,25728
1383,31,Research & Development,3,College,1,Male,Research Scientist,Low,Divorced,3065,1,Excellent,4,4,2,36780
1384,36,Research & Development,9,Master,1,Male,Laboratory Technician,Medium,Married,2810,1,Outstanding,5,5,0,33720
1385,34,Sales,1,Bachelor,1,Male,Sales Executive,Very High,Single,9888,1,Outstanding,14,14,2,118656
1386,34,Sales,13,Master,1,Male,Sales Executive,High,Divorced,8628,1,Excellent,9,8,1,103536
1387,26,Research & Development,1,Bachelor,1,Male,Laboratory Technician,Low,Single,2867,0,Excellent,8,7,7,34404
1388,29,Research & Development,1,Bachelor,1,Male,Healthcare Representative,Low,Married,5373,0,Excellent,6,5,0,64476
1389,32,Research & Development,15,Master,1,Female,Healthcare Representative,Very High,Divorced,6667,5,Excellent,9,5,1,80004
1390,31,Research & Development,1,Bachelor,1,Male,Research Scientist,Low,Married,5003,1,Outstanding,10,10,8,60036
1391,28,Research & Development,17,Bachelor,1,Male,Laboratory Technician,Very High,Divorced,2367,5,Excellent,6,4,0,28404
1392,38,Sales,1,Bachelor,1,Male,Sales Representative,Low,Single,2858,4,Excellent,20,1,0,34296
1393,35,Sales,7,Master,1,Female,Sales Executive,Very High,Married,5204,1,Excellent,10,10,0,62448
1394,27,Sales,9,Bachelor,1,Male,Sales Executive,Very High,Single,4105,1,Excellent,7,7,0,49260
1395,32,Research & Development,5,Master,1,Male,Manufacturing Director,Very High,Single,9679,8,Outstanding,8,1,0,116148
1396,31,Sales,26,Master,1,Male,Sales Executive,Very High,Married,5617,1,Excellent,10,10,0,67404
1397,53,Sales,24,Master,1,Male,Sales Executive,Low,Single,10448,6,Excellent,15,2,2,125376
1398,54,Research & Development,9,College,1,Female,Research Scientist,High,Married,2897,3,Excellent,9,4,2,34764
1399,33,Research & Development,7,College,1,Male,Healthcare Representative,High,Divorced,5968,1,Outstanding,9,9,2,71616
1400,43,Research & Development,11,Bachelor,1,Male,Healthcare Representative,High,Married,7510,1,Excellent,10,10,0,90120
1401,38,Human Resources,1,Master,1,Male,Human Resources,Medium,Married,2991,0,Excellent,7,6,1,35892
1402,55,Human Resources,26,Master,1,Male,Manager,Medium,Married,19636,4,Excellent,35,10,1,235632
1404,39,Sales,15,Master,1,Male,Sales Executive,Low,Single,13341,0,Excellent,21,20,11,160092
1405,42,Research & Development,23,College,1,Male,Research Scientist,High,Single,4332,1,Excellent,20,20,3,51984
1406,31,Research & Development,10,Bachelor,1,Female,Research Director,High,Married,11031,4,Outstanding,13,11,4,132372
1407,54,Research & Development,10,Bachelor,1,Female,Manufacturing Director,Low,Single,4440,6,Excellent,9,5,1,53280
1408,24,Research & Development,1,College,1,Male,Healthcare Representative,High,Single,4617,1,Excellent,4,4,1,55404
1409,23,Research & Development,12,College,1,Male,Laboratory Technician,Very High,Single,2647,1,Excellent,5,5,1,31764
1410,40,Research & Development,11,Bachelor,1,Female,Laboratory Technician,High,Married,6323,1,Excellent,10,10,9,75876
1411,40,Sales,2,College,1,Female,Sales Executive,Medium,Married,5677,3,Excellent,15,11,5,68124
1412,25,Human Resources,2,Bachelor,1,Female,Human Resources,Medium,Married,2187,4,Excellent,6,2,1,26244
1413,30,Research & Development,1,College,1,Male,Laboratory Technician,Medium,Married,3748,1,Excellent,12,12,1,44976
1415,47,Research & Development,25,Bachelor,1,Male,Healthcare Representative,High,Single,8633,2,Outstanding,25,17,12,103596
1416,33,Research & Development,1,College,1,Male,Laboratory Technician,High,Divorced,2008,1,Excellent,1,1,0,24096
1417,38,Sales,1,Master,1,Male,Sales Executive,Medium,Married,4440,0,Excellent,16,15,5,53280
1418,31,Sales,2,College,1,Male,Sales Representative,High,Married,3067,0,Excellent,3,2,1,36804
1419,38,Research & Development,6,Master,1,Male,Manufacturing Director,High,Married,5321,2,Excellent,10,8,7,63852
1420,42,Research & Development,18,Master,1,Male,Research Scientist,Low,Divorced,5410,6,Excellent,9,4,1,64920
1421,41,Research & Development,1,Bachelor,1,Male,Research Scientist,Very High,Married,2782,3,Outstanding,12,5,1,33384
1423,35,Research & Development,11,Master,1,Male,Laboratory Technician,High,Married,2660,7,Excellent,5,2,2,31920
1424,22,Research & Development,1,College,1,Male,Research Scientist,High,Single,3375,0,Excellent,4,3,1,40500
1425,35,Research & Development,9,Master,1,Male,Research Scientist,High,Single,5098,1,Excellent,10,10,0,61176
1426,33,Research & Development,15,College,1,Female,Healthcare Representative,Very High,Married,4878,0,Excellent,10,9,8,58536
1427,32,Research & Development,29,Master,1,Female,Laboratory Technician,Medium,Single,2837,1,Excellent,6,6,4,34044
1428,40,Research & Development,1,Master,1,Male,Laboratory Technician,Very High,Married,2406,8,Excellent,8,1,0,28872
1429,32,Sales,1,Master,1,Male,Sales Representative,Medium,Married,2269,0,Excellent,3,2,2,27228
1431,38,Research & Development,10,Bachelor,1,Female,Research Director,High,Married,13206,3,Excellent,20,18,1,158472
1432,32,Sales,1,Master,1,Female,Sales Executive,Very High,Married,10422,1,Excellent,14,14,5,125064
1433,37,Research & Development,10,Bachelor,1,Female,Research Director,Very High,Married,13744,1,Outstanding,16,16,6,164928
1434,25,Sales,8,College,1,Female,Sales Executive,High,Divorced,4907,0,Outstanding,6,5,0,58884
1435,52,Sales,29,Master,1,Male,Sales Representative,Very High,Divorced,3482,2,Excellent,16,9,0,41784
1436,44,Research & Development,1,Bachelor,1,Male,Research Scientist,Very High,Single,2436,6,Excellent,6,4,1,29232
1438,39,Research & Development,9,Bachelor,1,Male,Manager,Very High,Single,19431,2,Excellent,21,6,1,233172
1439,23,Sales,9,Bachelor,1,Male,Sales Representative,Low,Married,1790,1,Excellent,1,1,1,21480
1440,36,Sales,3,Bachelor,1,Female,Sales Executive,Very High,Married,7644,0,Excellent,10,9,3,91728
1441,36,Research & Development,4,College,1,Female,Manufacturing Director,Medium,Divorced,5131,7,Excellent,18,4,0,61572
1442,56,Research & Development,1,Master,1,Male,Healthcare Representative,High,Divorced,6306,1,Outstanding,13,13,1,75672
1443,29,Research & Development,1,Master,1,Male,Research Scientist,Very High,Married,4787,9,Excellent,4,2,2,57444
1444,42,Research & Development,2,Bachelor,1,Male,Manager,High,Married,18880,5,Excellent,24,22,4,226560
1445,56,Research & Development,7,College,1,Male,Laboratory Technician,High,Married,2339,8,Excellent,14,10,9,28068
1446,41,Research & Development,28,Master,1,Female,Manufacturing Director,Medium,Married,13570,0,Outstanding,21,20,0,162840
1447,34,Sales,28,Bachelor,1,Female,Sales Executive,High,Married,6712,1,Outstanding,8,8,1,80544
1448,36,Sales,15,Master,1,Male,Sales Executive,Very High,Divorced,5406,1,Outstanding,15,15,11,64872
1449,41,Sales,3,Bachelor,1,Male,Sales Executive,Medium,Divorced,8938,2,Excellent,14,5,0,107256
1450,32,Research & Development,2,Bachelor,1,Male,Research Scientist,Low,Single,2439,1,Excellent,4,4,1,29268
